Long,lat,fecha,NDVI,prec,suelos,dem,inundacion
-62.4694108910415,-33.2005470365051,16/03/16,0.203688,0.3,2,121,0
-62.486741366094,-33.4482126182898,16/03/16,0.3984894,7.4,2,124,0
-62.5547677530637,-33.3706198748346,16/03/16,0.4426986,31.3,2,124,0
-62.3434502837031,-33.5006505694492,16/03/16,0.3001592,0.1,2,121,0
-62.6198831969288,-33.4354581867585,16/03/16,0.4905111,34.8,2,120,0
-62.5825484430913,-33.5893261509131,16/03/16,0.2731674,3.3,2,125,0
-62.4269494021443,-33.2283185930616,16/03/16,0.2910319,0.6,2,120,0
-62.6619994528634,-33.5066486257322,16/03/16,0.4064157,4.1,2,123,0
-62.5218203740542,-33.1765491892182,16/03/16,0.04514346,33.8,2,117,0
-62.57863612437,-33.817391240074,16/03/16,0.4849927,0,2,129,0
-62.4908430933747,-33.7890328404226,16/03/16,0.4536473,3.2,2,127,0
-62.5716823906853,-33.418965049873,16/03/16,0.4979293,5.3,2,122,0
-62.6223914624219,-33.3797876240997,16/03/16,0.1,33.3,2,114,0
-62.4550435764479,-33.5362421522333,16/03/16,0.02307496,1.2,2,123,1
-62.5999659339107,-33.579041208473,16/03/16,0.04052395,1.9,2,124,1
-62.61503441148,-33.4254978692888,16/03/16,0.5422836,23.4,2,120,0
-62.4648939152802,-33.5308471934578,16/03/16,0.5073394,0,2,123,0
-62.3352971285139,-33.6064360608777,16/03/16,0.3267164,16,2,125,0
-62.5123990747953,-33.5535472468713,16/03/16,0.2255646,0,2,126,0
-62.4316940521367,-33.5634142459595,16/03/16,0.293378,0,2,122,0
-62.4436020333264,-33.4744990750312,16/03/16,0.4968175,3.6,2,125,0
-62.3959196363392,-33.671887033477,16/03/16,0.3126277,0,2,122,0
-62.3845896099995,-33.3500128732633,16/03/16,0.5008672,14.3,2,119,0
-62.317550510713,-33.3319510658082,16/03/16,0.3028764,5,2,116,0
-62.4685624861792,-33.2756781475565,16/03/16,0.1755378,0,2,121,0
-62.5141567587822,-33.8166428080467,16/03/16,0.3095919,2,2,125,0
-62.4171252803568,-33.2982093500619,16/03/16,0.1793239,2.3,2,119,0
-62.4522801518536,-33.2418692633067,16/03/16,0.1605573,7.8,2,117,0
-62.4930764755602,-33.2093645398799,16/03/16,0.008174387,16.5,2,116,1
-62.4784568066222,-33.32096205087,16/03/16,0.361904,8.6,2,118,0
-62.4402167318493,-33.3020656311529,16/03/16,0.4772002,2,2,119,0
-62.6417373163892,-33.2054866004083,16/03/16,0.1747168,7.4,2,116,0
-62.4233148851863,-33.7201553390633,16/03/16,0.1763668,2.8,2,125,0
-62.6048450583229,-33.786983708415,16/03/16,0.3124546,36.3,2,124,0
-62.4523570076283,-33.449880838979,16/03/16,0.2233046,3.9,2,124,0
-62.5753123513583,-33.8083772659914,16/03/16,0.1587565,0,2,130,0
-62.5994414489083,-33.1177898752982,16/03/16,0.4686731,0.3,2,113,0
-62.2855204137781,-33.5697269775895,16/03/16,0.1592181,15,2,118,0
-62.5320730495439,-33.4285747325351,16/03/16,0.4722252,1.9,2,126,0
-62.5250094930359,-33.8158760952028,16/03/16,0.3364267,5.7,2,131,0
-62.4108458603658,-33.5878058527542,16/03/16,0.1793414,25.9,2,121,0
-62.5737879806557,-33.2537012771112,16/03/16,0.2076686,6.9,2,114,0
-62.521825651533,-33.4468270964193,16/03/16,0.3298583,25.9,2,121,0
-62.3733827961164,-33.4364505395488,16/03/16,0.2276972,9.4,2,120,0
-62.3724929963616,-33.4915225264524,16/03/16,0.4366633,35.5,2,118,0
-62.2915014776706,-33.5270250582333,16/03/16,0.4119731,2.1,2,118,0
-62.3533255712019,-33.258602033513,16/03/16,0.403884,0,2,118,0
-62.4031130811685,-33.722856728882,16/03/16,0.4127404,26.1,2,127,0
-62.4380702643635,-33.4764152411208,16/03/16,0.4861272,6.3,2,123,0
-62.4869103638062,-33.8352778158478,16/03/16,0.352871,0.1,2,127,0
-62.4051329882714,-33.4628753109759,16/03/16,0.4231317,2.1,2,124,0
-62.4804743505484,-33.8000028648365,16/03/16,0.3413025,7.2,2,130,0
-62.5657872509522,-33.521704703689,16/03/16,0.5007561,0.2,2,126,0
-62.361292154222,-33.4665270132393,16/03/16,0.3062333,0,2,121,0
-62.5950710275273,-33.5635130512907,16/03/16,0.2770481,0.3,2,128,0
-62.3696010319786,-33.5408310641168,16/03/16,0.1786692,0,2,119,0
-62.3141799269616,-33.4452569656853,16/03/16,0.1775007,0,2,121,0
-62.628123002764,-33.4548557727985,16/03/16,0.1453772,23.9,2,120,0
-62.6097722105978,-33.7950493318247,16/03/16,0.3597392,0,2,126,0
-62.574575409917,-33.554760413756,16/03/16,0.3405191,0,2,126,0
-62.2371626713794,-33.4778682743196,16/03/16,0.291732,32.3,2,119,0
-62.6171855934506,-33.4759996771902,16/03/16,0.5261557,0,2,128,0
-62.5132408512626,-33.7776756245517,16/03/16,0.4971689,0,2,122,0
-62.3089498279423,-33.437721829108,16/03/16,0.4454375,0,2,120,0
-62.483198248,-33.5158365741669,16/03/16,0.1200206,0,2,126,0
-62.3385635582337,-33.568630017313,16/03/16,0.2818725,4,2,122,0
-62.5194621339777,-33.3829295168033,16/03/16,0.4782989,15,2,123,0
-62.5588944305613,-33.5035960405368,16/03/16,0.5108607,0,2,126,0
-62.4370065863484,-33.4485113361781,16/03/16,0.2635685,0,2,122,0
-62.3880582731422,-33.2691589645402,16/03/16,0.4593464,0.6,2,121,0
-62.3105303811235,-33.4459946741545,16/03/16,0.2966727,1.8,2,120,0
-62.6827462786512,-33.1297792057067,16/03/16,0.4517926,12.7,1,115,0
-63.3591619237121,-33.5068999372258,16/03/16,0.4950742,8.4,1,145,0
-63.8198937324106,-33.0593105209664,16/03/16,0.4492114,0.6,1,262,0
-63.5547205640698,-33.1966588144583,16/03/16,0.4917131,0,1,192,0
-63.8532796420416,-33.1885145147915,16/03/16,0.2396996,2.4,1,265,0
-63.424123000387,-33.507231975443,16/03/16,0.44635,0,1,157,0
-63.1684024979161,-32.9060531062828,16/03/16,0.4025531,4.3,1,160,0
-63.4506822559816,-32.9638187547293,16/03/16,0.4240854,41.1,1,186,0
-62.6719274831458,-33.297217962393,16/03/16,0.1726838,36.3,1,118,0
-62.8798028352527,-33.2231123679104,16/03/16,0.1576398,21.8,1,120,0
-63.3662547073749,-33.1617616608132,16/03/16,0.335545,0.3,1,163,0
-63.7796814832507,-33.8105440600188,16/03/16,0.5510666,2.8,1,172,0
-62.7960392080655,-33.6767745393159,16/03/16,0.3937371,1.5,1,130,0
-63.1763750387796,-33.3929201534506,16/03/16,0.4873618,38.6,1,134,0
-63.2210962762132,-33.4683339779823,16/03/16,0.3069863,0,1,131,0
-62.9148690925264,-33.2824147116165,16/03/16,0.1286251,9.4,1,120,0
-63.3565356105264,-32.8574341692319,16/03/16,0.3072569,16,1,179,0
-63.0031777303576,-32.8914034240166,16/03/16,0.3162675,35.9,1,142,0
-63.6719035133403,-32.8278305618852,16/03/16,0.5499166,35.9,1,233,0
-62.6957495144241,-33.1950900388329,16/03/16,0.2900054,0.2,1,114,0
-62.685218619469,-33.1955283169905,16/03/16,0.4028665,16.4,1,115,0
-63.7960555528657,-33.229504680376,16/03/16,0.5562545,36.3,1,248,0
-63.462368359456,-33.2575343423898,16/03/16,0.1339369,0,1,176,0
-63.5004675046489,-33.0285121086222,16/03/16,0.408109,31.5,1,199,0
-63.8583211785433,-33.2011721898785,16/03/16,0.3702207,0.4,1,263,0
-63.6445101832686,-33.5933167542797,16/03/16,0.4362466,22.4,1,170,0
-63.1050995000247,-33.1492363173457,16/03/16,0.5630022,4.1,1,135,0
-63.1534511648685,-33.3406588753856,16/03/16,0.3074951,0,1,130,0
-63.1422918659751,-33.3493701972803,16/03/16,0.4472355,0.3,1,132,0
-63.1393040401526,-33.8021164455961,16/03/16,0.5638146,14.7,1,128,0
-62.9328499267824,-33.4990096716386,16/03/16,0.2763538,4.9,1,121,0
-62.6525280597369,-33.6790917599466,16/03/16,0.1979735,0,1,126,0
-62.9692830269567,-33.7829512026647,16/03/16,0.5282456,38.6,1,131,0
-63.8072311988753,-32.986299755332,16/03/16,0.5298396,0.1,1,269,0
-63.4298909425317,-33.0845929708199,16/03/16,0.3517919,0,1,180,0
-63.135327985641,-33.7607485845446,16/03/16,0.3388076,0.4,1,128,0
-63.2618686052358,-33.2428196316345,16/03/16,0.3956308,31.3,1,146,0
-63.8370108581129,-33.2685622369685,16/03/16,0.5619671,0.6,1,250,0
-62.8097348834395,-33.4625593397328,16/03/16,0.5244937,0,1,119,0
-63.6540867690692,-33.659076522213,16/03/16,0.492876,5.1,1,164,0
-63.4655914754019,-32.9847713011747,16/03/16,0.2929644,0,1,192,0
-63.6087317366806,-33.1618585473252,16/03/16,0.5525132,0.6,1,207,0
-63.6139574481716,-32.8098959430489,16/03/16,0.4966599,5.1,1,219,0
-63.5050537169027,-32.9514621049042,16/03/16,0.2411244,0,1,196,0
-63.4130283784405,-33.3021381767096,16/03/16,0.4628352,27,1,165,0
-62.7921196048725,-33.5020784964561,16/03/16,0.02574564,0.1,1,116,1
-63.5746991738173,-33.8036634908351,16/03/16,0.399091,0.5,1,141,0
-62.9609244292527,-33.4711282744829,16/03/16,0.5285773,27,1,124,0
-63.0356649580239,-33.7204760190104,16/03/16,0.5841448,0,1,131,0
-63.3232627174324,-32.8688967237894,16/03/16,0.5036715,3.3,1,176,0
-62.9656895749684,-33.1343375802131,16/03/16,0.1929545,1.2,1,133,0
-63.710456764738,-32.9734189795962,16/03/16,0.4543421,31.3,1,242,0
-62.7397952857606,-33.0971351082139,16/03/16,0.3954174,1.8,1,117,0
-62.7512187419047,-33.7020847880054,16/03/16,0.4639501,2,1,129,0
-62.9115158377203,-33.6738514456702,16/03/16,0.1393186,0,1,126,0
-63.6332869785924,-33.1871291234966,16/03/16,0.4874514,4.6,1,210,0
-63.2284383208371,-33.6804414011785,16/03/16,0.5232522,0,1,126,0
-62.8984591650889,-32.9603594915042,16/03/16,0.1974452,10.9,1,133,0
-63.8531448945145,-32.9827362531181,16/03/16,0.5594378,5.1,1,278,0
-63.8148455956219,-33.8163390866061,16/03/16,0.5406724,7.4,1,179,0
-62.9895595294863,-33.4952704482772,16/03/16,0.4418697,0,1,123,0
-62.6730984305549,-33.3818479582703,16/03/16,0.2711563,34.8,1,118,0
-63.2815610759634,-33.4037925904584,16/03/16,0.4860434,2.8,1,144,0
-63.054203540502,-32.9428911753556,16/03/16,0.2354816,4.1,1,148,0
-63.6198182216415,-33.1341962996325,16/03/16,0.2085851,0.1,1,208,0
-63.8347131118353,-33.1283194190364,16/03/16,0.4722896,0,1,261,0
-63.837928667607,-33.1921763062882,16/03/16,0.3762055,5.1,1,266,0
-63.6136444304104,-32.8404037439574,16/03/16,0.5516294,2,1,221,0
-63.3384936569587,-32.9560290761434,16/03/16,0.3838286,0,1,171,0
-62.9119591724542,-33.1388378460493,16/03/16,0.231209,4.6,1,126,0
-62.5963108875998,-33.6577030891388,16/03/16,0.1628775,0,1,125,0
-62.7097520985159,-33.3261546339315,16/03/16,0.2384923,1.4,1,118,0
-63.5049584015162,-33.0316231841265,16/03/16,0.1138185,7.2,1,198,0
-63.4151780745054,-33.0140738455197,16/03/16,0.3746076,5.1,1,172,0
-63.4245575758419,-32.8627288430558,16/03/16,0.3112378,0,1,185,0
-63.2690592146107,-32.9045698373809,16/03/16,0.2016094,19.5,1,164,0
-63.1841658167626,-33.1975018042024,16/03/16,0.3030068,16.4,1,141,0
-62.9041449223395,-32.9861303274433,16/03/16,0.169746,16.4,1,130,0
-62.7205623348997,-33.0721574097138,16/03/16,171,0.1,1,119,0
-62.8669373539943,-33.4871258800907,16/03/16,0.5101832,5.7,1,124,0
-63.0585667358412,-33.1000664554652,16/03/16,0.137415,0,1,139,0
-63.2760666748675,-32.8010910607198,16/03/16,0.1533608,1.5,1,173,0
-63.605153102176,-33.3238329514351,16/03/16,0.3404674,0,1,192,0
-63.8963402279335,-32.8003937237959,16/03/16,0.5630783,0,1,304,0
-62.7665174997673,-33.647515497753,16/03/16,0.4632227,4,1,128,0
-63.489087058568,-33.3811538443778,16/03/16,0.5013471,0.8,1,172,0
-63.8735741731344,-33.7732247498277,16/03/16,0.3189038,6.5,1,187,0
-62.7498481947078,-33.0217482852782,16/03/16,0.5359898,31.3,1,121,0
-63.8951742864987,-32.9709848243266,16/03/16,0.429139,0.5,1,286,0
-63.4735456293456,-33.4878756665605,16/03/16,0.4918643,0,1,165,0
-62.6305281800816,-33.2827826343928,16/03/16,0.2774989,1.6,1,116,0
-63.6194272429044,-32.9392894763108,16/03/16,0.4517636,41.1,1,218,0
-63.8120666197586,-32.9852889263844,16/03/16,0.53646,0.1,1,267,0
-63.7001017589655,-33.0349764717761,16/03/16,0.5383174,4,1,237,0
-63.2228201689694,-32.9214869916411,16/03/16,0.08996386,36,1,159,0
-63.5631640423763,-32.9150415874694,16/03/16,0.4233358,9.8,1,206,0
-63.0691590820361,-33.0403478605916,16/03/16,0.5482088,11.2,1,144,0
-63.8429367598661,-32.8835045247708,16/03/16,0.5723659,0.1,1,272,0
-63.6619055792691,-33.5692015896524,16/03/16,0.3777978,0.1,1,177,0
-63.581641459657,-32.8379254360499,16/03/16,0.3803269,23.9,1,212,0
-62.6205062786639,-33.6622387188028,16/03/16,0.1800434,16.4,1,130,0
-63.3739858789919,-32.9218324691964,16/03/16,0.02888113,0,1,173,1
-62.972722347517,-33.2546359560231,16/03/16,0.4539995,16.5,1,122,0
-62.6313099871202,-33.7443222831201,16/03/16,0.1582301,0,1,126,0
-63.7022312623523,-33.2262692123365,16/03/16,0.5010473,7.2,1,228,0
-63.1361349597008,-32.9127151302724,16/03/16,0.283571,5,1,155,0
-63.3304345943158,-33.0743529957073,16/03/16,0.1703587,2.3,1,163,0
-62.9752382169857,-33.2718868319807,16/03/16,0.2418154,0,1,120,0
-62.9894214415927,-32.9659783345136,16/03/16,0.2670912,0.1,1,136,0
-62.7543492624733,-33.6099913692078,16/03/16,0.3423149,6.5,1,122,0
-63.7351756515693,-33.2426711951824,16/03/16,0.5519022,25.9,1,231,0
-63.0773153846196,-33.8358891180649,16/03/16,0.5036486,38.6,1,133,0
-63.0168048416552,-33.2097842947233,16/03/16,0.4971807,2.8,1,129,0
-63.772104002476,-32.7838198169452,16/03/16,0.492601,0,1,267,0
-63.8573811019609,-33.2517740022009,16/03/16,0.5094129,0.3,1,259,0
-62.6775053519882,-33.6573263574951,16/03/16,0.4168955,5.3,1,130,0
-62.7191477023635,-33.0410821872959,16/03/16,0.2603485,0,1,118,0
-63.0223909128409,-33.23640762658,16/03/16,0.3699583,0,1,125,0
-63.6554617361409,-32.7896854892665,16/03/16,0.5409381,0,1,235,0
-63.8388823992432,-33.0316432226188,16/03/16,0.2613043,5.3,1,274,0
-63.3552058305129,-33.1194365047796,16/03/16,0.1883985,33.8,1,166,0
-62.6068553781373,-33.3580009130183,16/03/16,0.320853,0.1,1,118,0
-63.4449925366553,-33.3840105960711,16/03/16,0.5211723,4.9,1,166,0
-63.2759619913317,-33.2838296270727,16/03/16,0.1277683,0,1,148,0
-63.0443297787095,-33.2041308621686,16/03/16,0.4509982,6.3,1,128,0
-63.1093288115465,-33.7431894060578,16/03/16,0.3154894,22.1,1,128,0
-63.7263112170683,-33.8192206404826,16/03/16,0.2333165,0,1,161,0
-62.8294885012989,-33.2048737255358,16/03/16,0.2121328,4.1,1,119,0
-63.1580367180547,-32.8206813945074,16/03/16,0.2228112,1.6,1,161,0
-62.9586838987726,-33.8092232700123,16/03/16,0.4811334,0.4,1,129,0
-63.1255216156242,-33.0052483274833,16/03/16,0.5287877,0.2,1,151,0
-63.4977580120744,-33.3864727696545,16/03/16,0.4124728,16.4,1,172,0
-63.4822104882279,-32.8082874854151,16/03/16,0.4690614,2.8,1,193,0
-63.1771566980861,-33.419683398966,16/03/16,0.4083837,0.3,1,133,0
-63.5973331829228,-33.3060805860293,16/03/16,0.4860685,0.2,1,197,0
-63.643914123651,-33.2924066482698,16/03/16,0.4600913,15,1,207,0
-63.1511899624263,-32.9361291468733,16/03/16,0.4750469,5.2,1,163,0
-63.714805748236,-33.6535035474191,16/03/16,0.01750424,4,1,169,1
-63.4485830773806,-33.1611981095744,16/03/16,0.5100461,34.8,1,179,0
-63.5464444824337,-33.2552687114323,16/03/16,0.2909563,0,1,202,0
-62.7042326930227,-33.473933243701,16/03/16,0.4616955,0,1,118,0
-63.8325514656781,-33.0875723166993,16/03/16,0.4010224,36.3,1,266,0
-63.7784250153323,-33.4520706531451,16/03/16,0.1282946,24.1,1,203,0
-63.5575365249712,-33.2271436495874,16/03/16,0.5213966,2.2,1,190,0
-63.6795737356355,-33.2131573922441,16/03/16,0.5292891,0,1,221,0
-63.8617418675218,-33.2900706835663,16/03/16,0.4696493,4.9,1,254,0
-63.8727669583409,-32.8512577103263,16/03/16,0.517436,6.3,1,291,0
-63.8972439574675,-33.1076063712776,16/03/16,0.4869902,0,1,281,0
-63.2935971351193,-33.0753334219442,16/03/16,0.4277594,2.8,1,156,0
-63.3729638391604,-33.1266624479434,16/03/16,0.5214357,15,1,168,0
-63.7633189207054,-33.4505944874949,16/03/16,0.55774,1.6,1,206,0
-62.974008130031,-33.0230297255266,16/03/16,0.1379135,27,1,133,0
-63.186499375207,-32.7879524792559,16/03/16,0.5252038,0,1,165,0
-63.8009481615976,-32.9259683118329,16/03/16,0.428309,0,1,268,0
-63.5283414950623,-33.3441525826505,16/03/16,0.2954336,26.1,1,185,0
-63.2351213104266,-33.2724666891041,16/03/16,0.393983,14.1,1,145,0
-63.7669654638592,-33.5170983755887,16/03/16,0.5427288,0,1,197,0
-63.2958049638682,-32.9721022997656,16/03/16,0.5657143,38.6,1,162,0
-63.4305548973747,-32.8848639292768,16/03/16,0.3718541,0,1,184,0
-63.6033739869828,-33.7161807274322,16/03/16,0.3410671,0,1,150,0
-63.5916253365062,-33.0656359430001,16/03/16,0.3483119,0,1,210,0
-62.5718644557337,-33.6331615225528,16/03/16,0.1690787,4.6,1,127,0
-62.6219512089871,-33.6145584213482,16/03/16,0.1681209,25.9,1,130,0
-63.1703063807122,-33.3092660572109,16/03/16,0.154846,0.3,1,134,0
-63.2433577168301,-33.059897285961,16/03/16,0.1353907,10.9,1,149,0
-63.0263858543931,-33.0671491185899,16/03/16,0.5439681,0,1,140,0
-62.8258232813781,-33.4390120993536,16/03/16,0.4605965,5.7,1,118,0
-63.3902746247096,-33.2448890021137,16/03/16,0.4014694,0.5,1,162,0
-63.6343498731773,-33.3308514165307,16/03/16,0.4292988,4.1,1,196,0
-62.8189427890479,-33.4810508059747,16/03/16,0.1976927,12.7,1,117,0
-62.7128523580813,-32.9150061714134,16/03/16,0.3697892,31.3,1,122,0
-63.0557900317254,-33.0497500966235,16/03/16,0.3702529,0.3,1,141,0
-63.0709794386439,-33.0578641019057,16/03/16,0.4042456,0.6,1,143,0
-62.7128009024084,-32.8810931791966,16/03/16,0.1364213,3.2,1,123,0
-63.7916448834516,-33.1893773393851,16/03/16,0.4293366,6.9,1,252,0
-63.8217623486151,-33.048278443966,16/03/16,0.3698243,7.2,1,262,0
-63.5324376926247,-33.0505330490602,16/03/16,0.2398054,0.3,1,198,0
-62.9875692521317,-33.5243961149806,16/03/16,0.3887109,0.6,1,129,0
-63.4606346531361,-33.3601297854675,16/03/16,0.4770331,0,1,168,0
-62.6886252174267,-32.907014736734,16/03/16,0.2172956,0.6,1,122,0
-63.7780682604566,-33.0738912561817,16/03/16,0.1966907,6.2,1,250,0
-63.6087069963116,-33.0861432147734,16/03/16,0.4466582,0,1,212,0
-63.7618819793704,-32.8124692532586,16/03/16,0.4777963,0.2,1,262,0
-63.2244698270152,-33.3068433312384,16/03/16,0.3113352,0,1,138,0
-63.2720400904088,-33.5263279634844,16/03/16,0.3887996,0,1,132,0
-63.0723751374617,-33.7848550132811,16/03/16,0.5074118,0,1,129,0
-63.831995470371,-33.3023550191105,16/03/16,0.3459564,38.6,1,245,0
-63.8688450359883,-32.9014365761714,16/03/16,0.5295736,6.3,1,270,0
-62.7676020105913,-32.8460618143742,16/03/16,0.3858344,23.4,1,129,0
-63.7083832361575,-33.3545372738721,16/03/16,0.2622414,6,1,211,0
-63.2009893285807,-32.8219648637324,16/03/16,0.5393373,5.8,1,165,0
-63.617777672136,-32.8223266388139,16/03/16,0.4173709,0,1,221,0
-62.7612802986621,-32.8505240943734,16/03/16,0.3010866,0.9,1,128,0
-62.9671197710842,-33.53742257969,16/03/16,0.2291491,22.1,1,123,0
-62.9251510849366,-32.9206297558237,16/03/16,0.3239012,6,1,139,0
-63.3300355176833,-32.9765016200245,16/03/16,0.3801558,5.7,1,166,0
-63.8000692082409,-32.9638260228023,16/03/16,0.4914833,0.5,1,262,0
-63.0388863622979,-33.3762171179374,16/03/16,0.2456751,0,1,118,0
-62.6896064326919,-32.8837656561593,16/03/16,0.1821623,2.8,1,122,0
-62.8331017715068,-32.9547942617785,16/03/16,0.1768501,0.1,1,127,0
-63.4389349422223,-33.4336915330865,16/03/16,0.567429,16.7,1,165,0
-63.4232196597159,-33.1527313680166,16/03/16,0.4195794,34.3,1,169,0
-63.7051826416354,-33.4012400090714,16/03/16,0.5404309,6.2,1,205,0
-63.7097171233568,-33.3800468194292,16/03/16,0.2516495,4,1,207,0
-62.9974860766685,-33.1821357310717,16/03/16,0.5496931,22.1,1,134,0
-63.4649168520528,-33.0477878792932,16/03/16,0.4131849,1.4,1,186,0
-63.8302714914048,-33.0651068741396,16/03/16,0.5338096,10.9,1,264,0
-63.3649587429403,-33.3418120623853,16/03/16,0.5032763,1.6,1,161,0
-63.8471658825317,-33.0494802250635,16/03/16,0.5419493,0.6,1,274,0
-63.103621573763,-33.0391679202778,16/03/16,0.5236856,0,1,145,0
-63.6477698998611,-32.9870669078095,16/03/16,0.4975711,15,1,223,0
-63.7499831409974,-33.060641557544,16/03/16,0.4838314,14.3,1,243,0
-63.0156580804153,-33.2256980339824,16/03/16,0.4871204,19.5,1,128,0
-63.3516137752552,-33.2104278553167,16/03/16,0.176748,3.3,1,159,0
-62.6580649260187,-33.5888714999839,16/03/16,0.3374068,0,1,126,0
-62.8683547889206,-33.4745938984659,16/03/16,0.4008771,0,1,123,0
-63.4182196671817,-33.000201974108,16/03/16,0.450426,13.6,1,181,0
-62.958047479607,-33.5749266866937,16/03/16,0.4250317,1.9,1,122,0
-63.0332839916394,-33.6482898698056,16/03/16,0.4667743,1.6,1,126,0
-63.5108338837774,-33.2780848498275,16/03/16,0.2160641,32.3,1,184,0
-62.9744675259359,-33.5720517346696,16/03/16,0.396989,5.8,1,127,0
-63.3391932240943,-33.4876498403853,16/03/16,0.5203118,0,1,146,0
-63.873820027297,-32.8381364563888,16/03/16,0.4190333,8.6,1,294,0
-63.6990269208825,-33.1505938685686,16/03/16,0.5456983,23.1,1,227,0
-63.6324875937407,-33.6325407755127,16/03/16,0.4497178,27,1,163,0
-62.8623558816294,-33.0894382398252,16/03/16,0.1034064,1.6,1,124,0
-63.7340127513694,-32.8372367150352,16/03/16,0.4154009,0,1,246,0
-63.1121869653947,-33.0716437398981,16/03/16,0.3920551,1.6,1,140,0
-63.5986805728707,-32.7939995028677,16/03/16,0.5568185,0.6,1,219,0
-63.5078181949661,-32.7853816014101,16/03/16,0.48471,0.1,1,201,0
-63.137503174616,-32.9539675583687,16/03/16,0.2402484,0,1,153,0
-63.5071573297925,-32.947160551615,16/03/16,0.5641236,4.5,1,199,0
-63.4458796261961,-32.8379632475145,16/03/16,0.38394,5.8,1,188,0
-62.8514796383869,-33.6094398703752,16/03/16,0.4882492,6.9,1,124,0
-63.0781905082534,-32.7873326031912,16/03/16,0.225821,0,1,152,0
-63.8850941803016,-33.1474879619099,16/03/16,0.5094584,0,1,282,0
-63.4197662234543,-33.2156745345475,16/03/16,0.383894,0,1,169,0
-63.0183098004365,-33.7321902983881,16/03/16,0.3773728,34.8,1,132,0
-62.8102198639657,-33.6984026739008,16/03/16,0.3061838,1.5,1,129,0
-63.2748794037031,-32.8077388748451,16/03/16,0.3649632,10.3,1,174,0
-62.8578879952774,-33.580217799759,16/03/16,0.2972776,3.2,1,120,0
-62.9183801214187,-33.5439413230783,16/03/16,0.436162,4.3,1,127,0
-63.8924048699936,-33.7915441372108,16/03/16,0.5302171,0.1,1,192,0
-63.253254984738,-32.9968343795283,16/03/16,0.2642651,1.4,1,157,0
-62.9267988922855,-33.4523789137887,16/03/16,0.4419554,2,1,120,0
-63.2981612371079,-32.9418182809782,16/03/16,0.4390465,0,1,168,0
-62.7157735622379,-32.8797059573164,16/03/16,0.1969019,3.3,1,124,0
-63.242315311088,-32.8000652817071,16/03/16,0.1984537,2.8,1,171,0
-63.7314150218826,-33.8197759897758,16/03/16,0.44987,0,1,161,0
-63.6820612650903,-33.5351935233837,16/03/16,0.1318763,1.6,1,187,0
-63.6874943224724,-33.3848202986851,16/03/16,0.2979466,13.6,1,202,0
-63.8653752580249,-33.7860174610857,16/03/16,0.3462831,6.6,1,186,0
-63.7222283129888,-33.3527851329506,16/03/16,0.2445609,8.6,1,216,0
-63.1032308687975,-33.8109167557121,16/03/16,0.2154311,9.4,1,130,0
-63.675125833874,-32.8512101288988,16/03/16,0.561832,0,1,231,0
-63.5163728298106,-33.6832963446955,16/03/16,0.45882,33.3,1,147,0
-62.9660831966449,-32.9417977079696,16/03/16,0.1263037,0,1,138,0
-62.7973671142709,-33.4853621876765,16/03/16,0.004582409,0,1,117,1
-62.6797778228196,-32.8265159737177,16/03/16,0.2984474,19.5,1,122,0
-63.6397815401681,-33.5539406851107,16/03/16,0.1552925,0.3,1,169,0
-63.5447431480114,-33.7915316031545,16/03/16,0.4210966,0,1,141,0
-63.5774293724498,-33.3371400820985,16/03/16,0.3540831,4.5,1,183,0
-63.8082357838633,-33.7565583160706,16/03/16,0.1272521,32.3,1,175,0
-62.8504441279443,-33.7208177689915,16/03/16,0.3326628,6.3,1,130,0
-63.5031819943926,-33.150424558201,16/03/16,0.5548694,0,1,186,0
-63.1600703094558,-32.9447801283043,16/03/16,0.5655355,5.1,1,157,0
-63.2175291588375,-33.4718995838624,16/03/16,0.2009572,26.1,1,131,0
-62.8493169050842,-33.0916086203011,16/03/16,0.2003162,23.9,1,124,0
-62.8490815000352,-32.8049910295555,16/03/16,0.4239547,2.1,1,138,0
-62.7077631687827,-33.1520040510639,16/03/16,0.2757101,0,1,116,0
-63.7067993071905,-33.5885354560944,16/03/16,0.474619,3.9,1,175,0
-63.6253663881748,-33.8395894570378,16/03/16,0.5711932,0,1,147,0
-63.8558775942316,-32.8045504176117,16/03/16,0.2641566,8.6,1,295,0
-62.6485621369813,-33.6391382700901,16/03/16,0.4083148,5.2,1,129,0
-63.4075727829491,-33.3007122272131,16/03/16,0.4350321,0,1,162,0
-63.077549043393,-32.8609345905558,16/03/16,0.142128,0,1,148,0
-63.6673001052372,-33.2959401264945,16/03/16,0.1394329,0,1,209,0
-63.7764676423758,-33.2441052730027,16/03/16,0.3961548,25.9,1,243,0
-63.7234036217627,-32.9392769004429,16/03/16,0.5543342,8,1,243,0
-63.1019485818046,-32.9042084797361,16/03/16,0.504181,10.3,1,151,0
-63.4208617072207,-33.1190819446469,16/03/16,0.5674068,0,1,177,0
-63.3441730734844,-33.2269886007535,16/03/16,0.49392,1.9,1,161,0
-62.8461569403602,-32.9696858645827,16/03/16,0.2616039,5.2,1,127,0
-63.7062182676794,-33.5732652661644,16/03/16,0.35761,3.9,1,177,0
-63.8786709359785,-33.0941060852834,16/03/16,0.4855276,0,1,280,0
-63.5362743521038,-33.6586429448327,16/03/16,0.4145854,3.9,1,148,0
-62.9522181244127,-33.698904260937,16/03/16,0.4746495,0,1,131,0
